research_id,university,title,authors,publication_year,publication_date,abstract,research_field,tech_category,journal,doi,url,source,publication_period,title_length
PNU-2735,PNU,controlling multi-drug-resistant traits of salmonella obtained from retail poultry shops using metal-organic framework (mof) as a novel technique,Aya A. Abd El-Khalek; Hossam Magdy Balaha; Norah Saleh Alghamdi; Mohammed Ghazal; Abeer T. Khalil; Mohy Eldin A. Abo-Elsoud; Ayman El-Baz,2023,2024-01-29,"<jats:title>Abstract</jats:title><jats:p>The increase in eye disorders among older individuals has raised concerns, necessitating early detection through regular eye examinations. Age-related macular degeneration (AMD), a prevalent condition in individuals over 45, is a leading cause of vision impairment in the elderly. This paper presents a comprehensive computer-aided diagnosis (CAD) framework to categorize fundus images into geographic atrophy (GA), intermediate AMD, normal, and wet AMD categories. This is crucial for early detection and precise diagnosis of age-related macular degeneration (AMD), enabling timely intervention and personalized treatment strategies. We have developed a novel system that extracts both local and global appearance markers from fundus images. These markers are obtained from the entire retina and iso-regions aligned with the optical disc. Applying weighted majority voting on the best classifiers improves performance, resulting in an accuracy of 96.85%, sensitivity of 93.72%, specificity of 97.89%, precision of 93.86%, F1 of 93.72%, ROC of 95.85%, balanced accuracy of 95.81%, and weighted sum of 95.38%. This system not only achieves high accuracy but also provides a detailed assessment of the severity of each retinal region. This approach ensures that the final diagnosis aligns with the physician’s understanding of AMD, aiding them in ongoing treatment and follow-up for AMD patients.</jats:p>",scientific,,Scientific Reports,10.1038/s41598-024-52131-2,https://doi.org/10.1038/s41598-024-52131-2,PNU Open Data,2023,145
PNU-2736,PNU,"copper-doped borate glass systems: fabrication, physical and optical characteristics, and efficiency of radiation attenuation",H.O. Tekin; Ghada ALMisned; G. Kilic; E. Ilik; Gulfem Susoy; Wiam Elshami; Bashar Issa,2023,,,scientific,,Results in Physics,10.1016/j.rinp.2024.107901,https://doi.org/10.1016/j.rinp.2024.107901,PNU Open Data,2023,125
PNU-2740,PNU,"design and synthesis of novel rigid dibenzo[b,f]azepines through ring closure technique as promising anticancer candidates against leukaemia and acting as selective topoisomerase ii inhibitors and dna intercalators",Abdelrahman Gamal; Ahmed Sharafeldeen; Eman Alnaghy; Reham Alghandour; Norah Saleh Alghamdi; Khadiga M. Ali; Sameh Shamaa; Amal Aboueleneen; Ahmed Elsaid Tolba; Samir Elmougy; Mohammed Ghazal; Sohail Contractor; Ayman El-Baz,2023,,,scientific,,IEEE Access,10.1109/access.2024.3432459,https://doi.org/10.1109/access.2024.3432459,PNU Open Data,2023,214
PNU-2744,PNU,dft modeling techniques to understand the potential applicability of novel double perovskite semiconductor ba2lunbo6 for sustainable thermoelectrics and optoelectronic perspectives,Saddaf Rubab; Muhammad Attique Khan; Ameer Hamza; Hussain Mobarak Albarakati; Oumaima Saidani; Amal Alshardan; Areej Alasiry; Mehrez Marzougui; Yunyoung Nam,2023,,,scientific,,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,10.1109/jstars.2024.3426950,https://doi.org/10.1109/jstars.2024.3426950,PNU Open Data,2023,180
PNU-2747,PNU,"effect of dietary supplementation of betaine and organic minerals on growth performance, serum biochemical parameters, nutrients digestibility, and growth-related genes in broilers under heat stress",Atiqe Ur Rahman; Abdul Razaq; Muhammad Saeed; Sanaa A. Bajri; Somayah Abdualziz Alhabeeb; Hamiden Abd El-Wahed Khalifa,2023,,,scientific,,IEEE Access,10.1109/access.2024.3441717,https://doi.org/10.1109/access.2024.3441717,PNU Open Data,2023,198
PNU-2752,PNU,effects of ltne on two-component convective instability in a composite system with thermal gradient and heat source,Eman A. Al-Shahari; Marwa Obayya; Faiz Abdullah Alotaibi; Safa Alsafari; Ahmed S. Salama; Mohammed Assiri,2023,,"<jats:p xml:lang=""fr"">&lt;abstract&gt;

&lt;p&gt;Biomedical image segmentation is a vital task in the analysis of medical imaging, including the detection and delineation of pathological regions or anatomical structures within medical images. It has played a pivotal role in a variety of medical applications, involving diagnoses, monitoring of diseases, and treatment planning. Conventionally, clinicians or expert radiologists have manually conducted biomedical image segmentation, which is prone to human error, subjective, and time-consuming. With the advancement in computer vision and deep learning (DL) algorithms, automated and semi-automated segmentation techniques have attracted much research interest. DL approaches, particularly convolutional neural networks (CNN), have revolutionized biomedical image segmentation. With this motivation, we developed a novel equilibrium optimization algorithm with a deep learning-based biomedical image segmentation (EOADL-BIS) technique. The purpose of the EOADL-BIS technique is to integrate EOA with the Faster RCNN model for an accurate and efficient biomedical image segmentation process. To accomplish this, the EOADL-BIS technique involves Faster R-CNN architecture with ResNeXt as a backbone network for image segmentation. The region proposal network (RPN) proficiently creates a collection of a set of region proposals, which are then fed into the ResNeXt for classification and precise localization. During the training process of the Faster RCNN algorithm, the EOA was utilized to optimize the hyperparameter of the ResNeXt model which increased the segmentation results and reduced the loss function. The experimental outcome of the EOADL-BIS algorithm was tested on distinct benchmark medical image databases. The experimental results stated the greater efficiency of the EOADL-BIS algorithm compared to other DL-based segmentation approaches.&lt;/p&gt;

&lt;/abstract&gt;</jats:p>",scientific,,AIMS Mathematics,10.3934/math.2024288,https://doi.org/10.3934/math.2024288,PNU Open Data,2023,115
PNU-2759,PNU,evaluation of the immuno-stimulatory effect of aqueous neem (azadirachta indica) leaf extract against highly pathogenic avian influenza (h5n8) in experimental chickens,Poornima Ramasamy; Eatedal Alabdulkreem; Nuha Alruwais; V. P. Gladis Pushparathi,2023,,,scientific,,Automatika,10.1080/00051144.2024.2376776,https://doi.org/10.1080/00051144.2024.2376776,PNU Open Data,2023,167
PNU-2762,PNU,exploring the antibacterial mechanisms of chemically characterized essential oils from leaves and buds of syzygium aromaticum (l.) merr. et perry against staphylococcus aureus and pseudomonas aeruginosa,Rajesh Natarajan; Natesh Mahadev; Shashi Kant Gupta; Badria Sulaiman Alfurhood,2023,,,scientific,,Journal of Applied Security Research,10.1080/19361610.2024.2302237,https://doi.org/10.1080/19361610.2024.2302237,PNU Open Data,2023,202
PNU-2763,PNU,"exploring the hidden treasures of nitella hyalina: a comprehensive study on its biological compounds, nutritional profile, and unveiling its antimicrobial, antioxidative, and hypoglycemic properties",Refah Alotaibi; Mazen Nassar; Zareen A. Khan; Ahmed Elshahhat,2023,,"<jats:p xml:lang=""fr"">&lt;p&gt;This study examined the estimations of Weibull distribution using progressively first-failure censored data, under the assumption that removals follow the beta-binomial distribution. Classical and Bayesian approaches for estimating unknown model parameters have been established. The estimations included scale and shape parameters, reliability and failure rate metrics as well as beta-binomial parameters. Estimations were considered from both point and interval viewpoints. The Bayes estimates were developed by using the squared error loss and generating samples for the posterior distribution through the Markov Chain Monte Carlo technique. Two interval estimation approaches are considered: approximate confidence intervals based on asymptotic normality of likelihood estimates and Bayes credible intervals. To investigate the performance of classical and Bayesian estimations, a simulation study was considered by various kinds of experimental settings. Furthermore, two examples related to real datasets were thoroughly investigated to verify the practical importance of the suggested methodologies.&lt;/p&gt;</jats:p>",scientific,,AIMS Mathematics,10.3934/math.20241172,https://doi.org/10.3934/math.20241172,PNU Open Data,2023,198
PNU-2768,PNU,fractional-order modeling: analysis of foam drainage and fisher's equations,Sapiah Sakri; Zaiton Ali; Nurul Halimatul Asmak Ismail,2023,2024-03-03,,scientific,,2024 Seventh International Women in Data Science Conference at Prince Sultan University (WiDS PSU),10.1109/wids-psu61003.2024.00038,https://doi.org/10.1109/wids-psu61003.2024.00038,PNU Open Data,2023,75
PNU-2775,PNU,high-efficiency and low-energy-loss organic solar cells enabled by tuning the end group modification of the terthiophene-based acceptor molecules to enhance photovoltaic properties,Mirza Mumtaz Zahoor; Saddam Hussain Khan; Tahani Jaser Alahmadi; Tariq Alsahfi; Alanoud S. Al Mazroa; Hesham A. Sakr; Saeed Alqahtani; Abdullah Albanyan; Bader Khalid Alshemaimri,2023,2024-06-23,"<jats:p>Brain tumor classification is essential for clinical diagnosis and treatment planning. Deep learning models have shown great promise in this task, but they are often challenged by the complex and diverse nature of brain tumors. To address this challenge, we propose a novel deep residual and region-based convolutional neural network (CNN) architecture, called Res-BRNet, for brain tumor classification using magnetic resonance imaging (MRI) scans. Res-BRNet employs a systematic combination of regional and boundary-based operations within modified spatial and residual blocks. The spatial blocks extract homogeneity, heterogeneity, and boundary-related features of brain tumors, while the residual blocks significantly capture local and global texture variations. We evaluated the performance of Res-BRNet on a challenging dataset collected from Kaggle repositories, Br35H, and figshare, containing various tumor categories, including meningioma, glioma, pituitary, and healthy images. Res-BRNet outperformed standard CNN models, achieving excellent accuracy (98.22%), sensitivity (0.9811), F1-score (0.9841), and precision (0.9822). Our results suggest that Res-BRNet is a promising tool for brain tumor classification, with the potential to improve the accuracy and efficiency of clinical diagnosis and treatment planning.</jats:p>",scientific,,Biomedicines,10.3390/biomedicines12071395,https://doi.org/10.3390/biomedicines12071395,PNU Open Data,2023,180
PNU-2780,PNU,identification of sustainable urban settlement sites using interrelationship based multi-influencing factor technique and gis,Preeti Mishra; Tanmay Jain; Palak Aggarwal; Gunjan Paul; Brij B. Gupta; Razaz Waheeb Attar; Akshat Gaurav,2023,,,scientific,,Computers and Electrical Engineering,10.1016/j.compeleceng.2024.109483,https://doi.org/10.1016/j.compeleceng.2024.109483,PNU Open Data,2023,125
PNU-2785,PNU,"influence of the addition of wo3 on teo2-na2o glass systems in view of the feature of mechanical, optical, and photon attenuation",Seher Ansar Khawaja; Muhammad Shoaib Farooq; Kashif Ishaq; Najah Alsubaie; Hanen Karamti; Elizabeth Caro Montero; Eduardo Silva Alvarado; Imran Ashraf,2023,2024-08-08,,scientific,,BMC Cancer,10.1186/s12885-024-12756-y,https://doi.org/10.1186/s12885-024-12756-y,PNU Open Data,2023,129
PNU-2795,PNU,lead-free bismuth glass system towards eco-friendly radiation shielding applications,Amjad Rehman; Majid Harouni; Farzaneh Zogh; Tanzila Saba; Mohsen Karimi; Faten S. Alamri; Gwanggil Jeon,2023,,,scientific,,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/tcbb.2023.3315303,https://doi.org/10.1109/tcbb.2023.3315303,PNU Open Data,2023,84
PNU-2800,PNU,mild magnetic hyperthermia is synergistic with an antibiotic treatment against dual species biofilms consisting of s. aureus and p. aeruginosa by enhancing metabolic activity,Hanan Al-Ghamdi; Nada Alfryyan; Norah A.M. Alsaif; Y.S. Rammah; H.A. Abo-Mosallam; Ebrahim A. Mahdy,2023,,,scientific,,Radiation Physics and Chemistry,10.1016/j.radphyschem.2024.112068,https://doi.org/10.1016/j.radphyschem.2024.112068,PNU Open Data,2023,174
PNU-2810,PNU,occurrence of virulence genes among methicillin-resistant staphylococcus aureus isolated from subclinical bovine mastitis,Hadeel Mohammed Al-Dawsari; Robert Hendley,2023,2024-01-10,"<jats:title>Abstract</jats:title>
               <jats:p>Dyslexia is a reading difficulty that can be found everywhere, regardless of a person’s ethnicity or race. The manifestation of dyslexia depends on the structure and orthography of a language. There is a lack of research into Arabic dyslexia, particularly the benefits of adaptive learning in this area. The study presented in this paper aimed to understand the impact on learners’ reading performance, satisfaction and behaviour when matching e-training material with learner attributes. The focus is on learners with short vowel dyslexia. The study was undertaken with 22 female primary school children in Saudi Arabia, all of whom were native Arabic speakers. These children were divided into two groups: a matched group (which included learners with short vowel dyslexia) and a mismatched group (which included learners with vowel dyslexia). An e-training system ‘DysTypeTrain2’ was designed and developed to support the study. A mixed-methods approach was used to collect both quantitative and qualitative data. The quantitative data were collected from (i) pre- and post-test results to calculate the improvement in reading performance and (ii) learner satisfaction scores. The qualitative data were collected from observations of learners’ behaviour. It was found that the learners’ reading performance and satisfaction improved in both experimental conditions (short vowel dyslexia group and vowel dyslexia group), regardless of their Arabic dyslexia type, indicating that the system was effective and the learning process was improved. Further, the learners were happy and excited about the system.</jats:p>",scientific,,Interacting with Computers,10.1093/iwc/iwad050,https://doi.org/10.1093/iwc/iwad050,PNU Open Data,2023,121
PNU-2811,PNU,on sharp bounds of local fractional metric dimension for certain symmetrical algebraic structure graphs,Ashit Kumar Dutta; Nuha Alruwais; Eatedal Alabdulkreem; Noha Negm; Abdulbasit A. Darem; Mesfer Al Duhayyim; Wali Ullah Khan; Ali Nauman,2023,,,scientific,,Computer Networks,10.1016/j.comnet.2024.110639,https://doi.org/10.1016/j.comnet.2024.110639,PNU Open Data,2023,103
PNU-2814,PNU,on the modified versions of (g′/g)-expansion technique for analyzing the fractional coupled higgs system,Kalyan Chatterjee; Samla Suraj Kumar; Ramagiri Praveen Kumar; Anjan Bandyopadhyay; Sujata Swain; Saurav Mallik; Amal Al-Rasheed; Mohamed Abbas; Ben Othman Soufiene,2023,,,scientific,,IEEE Access,10.1109/access.2024.3441109,https://doi.org/10.1109/access.2024.3441109,PNU Open Data,2023,104
PNU-2815,PNU,on the shock wave structures in anisotropy magnetoplasmas,Weaam Alhejaili; Abdelraheem M. Aly,2023,,,scientific,,Case Studies in Thermal Engineering,10.1016/j.csite.2024.104796,https://doi.org/10.1016/j.csite.2024.104796,PNU Open Data,2023,57
PNU-2818,PNU,optimal auxiliary function method for analyzing nonlinear system of coupled schrödinger-kdv equation with caputo operator,Naim Ben Ali; Sarah A. ALabbas; Ziyad Jamil Talabany; Hussein A.Z. AL-bonsrulah; Altameemi Ali Mohammed Hasan; Abdelkader Mabrouk; Lioua Kolsi; Sherain M.Y. Mohamed; Wafa F. Alfwzan,2023,,,scientific,,Journal of Energy Storage,10.1016/j.est.2024.112995,https://doi.org/10.1016/j.est.2024.112995,PNU Open Data,2023,121
